COGs IDS	ICU0t1P75_002	ICU0t1P83_001	ICU0t2P96_001	ICUt1P13_003	ICUt1P7_001	ICU0t1P83_002	ICU0t1P75_003	ICU0t2P88_002	ICU0t3P101_003	ICUt2P37_004	ICUt3P61_001	ICU0t1P75_005	ICU0t3P109_003	ICUt1P24_002	ICUt1P7_002	ICUt3P61_003	ICUt3P55_003	ICUt3P55_004	OPcombt1t2t3_001	ICUt3P55_012	ICUt3P55_010	ICU0t1P75_001	ICU0t2P88_001	ICUt1P13_002	ICUt3P55_008
COG1561	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1562	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1564	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1565	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1566	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1569	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1570	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1571	0	0	0	1.064163341	0	0	0.915948185	6.3004293	3.067613967	4.77009648	0	0	0	0	0	0	0	2.05428225	17.223904	1.1882886	0	1.794705017	4.676443167	1.45625927	0
COG1573	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1574	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1575	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1576	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1577	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0	0	0	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1578	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1579	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1580	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0	0	0	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1581	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1584	0	0	0	1.064163341	0	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	0	0	0	0	0	0	0	2.05428225	17.223904	1.1882886	0	1.794705017	4.676443167	1.45625927	0
COG1585	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1586	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1587	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1589	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1593	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1594	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1595	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1596	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1597	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1598	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1599	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1600	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1605	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1606	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1607	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1609	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1610	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1611	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1612	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1613	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1619	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0	0.596580589	0	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1620	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1621	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1622	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1623	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1626	0	0	0	0	0	0	0.915948185	6.3004293	3.067613967	4.77009648	0	0	0	0	0	0	0	2.05428225	17.223904	1.1882886	0	1.794705017	4.676443167	1.45625927	0
COG1629	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1632	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1633	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1634	0	0	0	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	0	0	0	0	0	0	0	2.05428225	17.223904	1.1882886	0	1.794705017	4.676443167	1.45625927	0
COG1636	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1637	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1638	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1639	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0	0	0	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1640	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1643	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1646	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1648	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1649	0	0	0	0	0	0	0.915948185	6.3004293	3.067613967	4.77009648	0	0	0	0	0	0	0	2.05428225	17.223904	1.1882886	0	1.794705017	4.676443167	1.45625927	0
COG1651	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1652	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1653	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1654	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0	0	0	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1658	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1660	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1661	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1662	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1663	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1664	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0	0.596580589	0	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1666	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1668	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1669	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1670	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1671	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1672	0	0	0	0	0	0	0.915948185	6.3004293	3.067613967	4.77009648	0	0	0	0	0	0	0	2.05428225	17.223904	1.1882886	0	1.794705017	4.676443167	1.45625927	0
COG1674	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1677	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1678	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1679	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1680	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1682	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1683	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1684	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1686	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1690	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1691	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1692	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1694	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1695	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1696	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1697	0	0	0	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	0	0	0	0	0	0	0	2.05428225	17.223904	1.1882886	0	1.794705017	4.676443167	1.45625927	0
COG1701	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1702	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1703	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG1704	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
